graph_id,edge_list
graph_10,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (1, 9), (1, 10), (1, 11), (1, 12), (1, 14), (1, 15), (1, 16), (2, 5), (2, 6), (2, 8), (2, 9), (2, 11), (2, 13), (2, 14), (2, 16), (3, 5), (3, 7), (3, 9), (3, 11), (3, 13), (3, 14), (3, 16), (4, 8), (4, 9), (4, 11), (4, 14), (4, 15), (5, 9), (5, 10), (5, 11), (5, 13), (5, 14), (5, 17), (6, 7), (6, 8), (6, 9), (6, 10), (6, 12), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (8, 9), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 16), (9, 10), (9, 13), (9, 16), (9, 18), (10, 12), (10, 14), (10, 17), (10, 18), (11, 14), (11, 15), (12, 13), (12, 14), (12, 17), (13, 14), (13, 15), (13, 16), (14, 15), (14, 16), (15, 18), (17, 19)"
graph_11,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (1, 2), (1, 3), (1, 5), (1, 6), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15), (1, 16), (1, 18), (1, 19), (1, 23), (1, 24), (1, 25), (1, 28), (1, 30), (1, 31), (1, 32), (1, 34), (2, 5), (2, 7), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 20), (2, 21), (2, 23), (2, 26), (2, 32), (2, 34), (2, 37), (3, 5), (3, 6), (3, 8), (3, 9), (3, 12), (3, 14), (3, 15), (3, 16), (3, 17), (3, 18), (3, 19), (3, 20), (3, 21), (3, 22), (3, 23), (3, 24), (3, 25), (3, 28), (3, 33), (3, 35), (3, 37), (4, 6), (4, 7), (4, 9), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 18), (4, 22), (4, 23), (4, 24), (4, 27), (4, 28), (4, 31), (4, 32), (4, 39), (5, 6), (5, 7), (5, 8), (5, 9), (5, 11), (5, 12), (5, 13), (5, 16), (5, 18), (5, 19), (5, 21), (5, 22), (5, 24), (5, 26), (5, 28), (5, 35), (6, 11), (6, 12), (6, 13), (6, 15), (6, 17), (6, 18), (6, 19), (6, 20), (6, 21), (6, 22), (6, 23), (6, 24), (6, 26), (6, 27), (6, 31), (6, 33), (6, 36), (6, 37), (7, 10), (7, 14), (7, 15), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (7, 22), (7, 23), (7, 24), (7, 26), (7, 30), (7, 34), (7, 35), (7, 37), (7, 38), (8, 12), (8, 13), (8, 14), (8, 15), (8, 16), (8, 17), (8, 18), (8, 19), (8, 21), (8, 22), (8, 23), (8, 25), (8, 27), (8, 28), (8, 31), (8, 33), (8, 35), (8, 38), (8, 39), (9, 12), (9, 13), (9, 19), (9, 21), (9, 23), (9, 27), (9, 30), (9, 31), (9, 33), (9, 35), (9, 37), (9, 38), (9, 39), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 17), (10, 20), (10, 21), (10, 22), (10, 23), (10, 26), (10, 28), (10, 29), (10, 31), (10, 32), (10, 33), (10, 36), (10, 39), (11, 12), (11, 14), (11, 15), (11, 17), (11, 18), (11, 22), (11, 23), (11, 24), (11, 26), (11, 27), (11, 29), (11, 30), (11, 32), (11, 33), (11, 34), (11, 36), (11, 37), (12, 13), (12, 14), (12, 15), (12, 16), (12, 19), (12, 20), (12, 23), (12, 24), (12, 25), (12, 26), (12, 28), (12, 31), (12, 33), (12, 35), (12, 38), (13, 14), (13, 15), (13, 17), (13, 21), (13, 22), (13, 23), (13, 26), (13, 27), (13, 30), (13, 31), (13, 33), (13, 34), (13, 37), (13, 38), (14, 20), (14, 22), (14, 24), (14, 26), (14, 27), (14, 28), (14, 29), (14, 33), (14, 34), (14, 35), (14, 36), (14, 38), (14, 41), (15, 16), (15, 18), (15, 20), (15, 21), (15, 23), (15, 32), (15, 34), (15, 35), (15, 36), (15, 38), (15, 41), (16, 17), (16, 18), (16, 20), (16, 22), (16, 23), (16, 26), (16, 27), (16, 28), (16, 29), (16, 30), (16, 31), (16, 32), (16, 33), (16, 34), (16, 35), (16, 37), (16, 38), (17, 19), (17, 21), (17, 22), (17, 24), (17, 26), (17, 27), (17, 28), (17, 33), (17, 34), (17, 37), (17, 40), (17, 41), (18, 19), (18, 20), (18, 21), (18, 25), (18, 26), (18, 28), (18, 29), (18, 30), (18, 31), (18, 33), (18, 34), (18, 35), (18, 39), (18, 40), (18, 41), (19, 20), (19, 22), (19, 24), (19, 25), (19, 27), (19, 30), (19, 31), (19, 32), (19, 33), (19, 35), (19, 38), (19, 39), (20, 21), (20, 22), (20, 24), (20, 29), (20, 34), (20, 36), (21, 22), (21, 23), (21, 25), (21, 32), (21, 33), (21, 37), (21, 38), (21, 39), (22, 28), (22, 30), (22, 31), (22, 32), (22, 34), (22, 35), (22, 36), (22, 37), (22, 40), (23, 27), (23, 29), (23, 31), (23, 33), (23, 35), (23, 36), (23, 40), (24, 28), (24, 29), (24, 30), (24, 32), (24, 33), (24, 35), (24, 37), (24, 38), (24, 39), (25, 30), (25, 34), (25, 37), (25, 38), (26, 27), (26, 29), (26, 30), (26, 34), (26, 36), (26, 37), (26, 39), (26, 40), (27, 28), (27, 31), (27, 38), (28, 31), (28, 34), (28, 37), (29, 30), (29, 31), (29, 33), (29, 38), (29, 39), (30, 31), (30, 34), (30, 36), (30, 37), (31, 32), (31, 35), (31, 40), (32, 34), (32, 37), (32, 39), (32, 40), (33, 34), (34, 35), (34, 36), (34, 37), (34, 38), (34, 41), (36, 37), (37, 38), (37, 39)"
graph_12,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 3), (1, 8), (1, 10), (1, 12), (1, 13), (1, 14), (1, 16), (1, 18), (1, 19), (1, 20), (1, 21), (1, 22), (2, 13), (2, 21), (2, 25), (3, 5), (3, 11), (3, 17), (3, 23), (3, 24), (4, 6), (4, 10), (4, 11), (4, 17), (4, 22), (4, 27), (4, 28), (4, 30), (5, 8), (5, 15), (5, 18), (5, 26), (5, 28), (6, 8), (6, 9), (6, 17), (6, 22), (6, 31), (6, 32), (7, 15), (7, 19), (7, 21), (7, 23), (7, 32), (8, 13), (8, 28), (8, 30), (9, 14), (9, 19), (9, 21), (10, 22), (10, 24), (10, 28), (10, 32), (11, 13), (11, 15), (11, 20), (11, 22), (11, 27), (12, 28), (13, 19), (13, 28), (13, 29), (13, 32), (14, 17), (14, 22), (14, 26), (14, 30), (15, 18), (15, 21), (15, 23), (15, 24), (15, 25), (15, 27), (15, 30), (15, 31), (16, 19), (16, 26), (17, 18), (17, 20), (17, 22), (17, 25), (17, 31), (17, 32), (18, 33), (19, 22), (19, 26), (20, 24), (20, 26), (21, 24), (21, 27), (21, 28), (21, 29), (22, 30), (22, 33), (23, 28), (23, 29), (23, 30), (23, 31), (23, 32), (24, 25), (24, 26), (24, 29), (24, 30), (25, 26), (25, 27), (25, 28), (27, 28), (27, 30), (28, 29), (29, 31), (30, 31), (30, 32), (30, 34)"
graph_13,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15), (1, 16), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (1, 22), (1, 23), (1, 24), (1, 25), (1, 26), (1, 27), (1, 28), (1, 29), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (2, 22), (2, 23), (2, 24), (2, 25), (2, 26), (2, 27), (2, 28), (2, 30), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15), (3, 16), (3, 17), (3, 18), (3, 19), (3, 20), (3, 21), (3, 22), (3, 23), (3, 24), (3, 25), (3, 26), (3, 27), (3, 28), (3, 29), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21), (4, 22), (4, 23), (4, 24), (4, 25), (4, 26), (4, 27), (4, 28), (4, 29), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 22), (5, 23), (5, 24), (5, 25), (5, 26), (5, 27), (5, 28), (5, 29), (5, 30), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15), (6, 16), (6, 17), (6, 18), (6, 19), (6, 20), (6, 21), (6, 22), (6, 23), (6, 24), (6, 25), (6, 26), (6, 27), (6, 28), (6, 29), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (7, 22), (7, 23), (7, 24), (7, 25), (7, 26), (7, 27), (7, 28), (7, 30), (7, 31), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 16), (8, 17), (8, 18), (8, 19), (8, 20), (8, 21), (8, 22), (8, 23), (8, 24), (8, 25), (8, 26), (8, 27), (8, 29), (8, 31), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14), (9, 15), (9, 16), (9, 17), (9, 18), (9, 19), (9, 20), (9, 21), (9, 22), (9, 23), (9, 24), (9, 25), (9, 26), (9, 27), (9, 28), (9, 29), (9, 30), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (10, 27), (10, 28), (11, 12), (11, 13), (11, 14), (11, 15), (11, 16), (11, 17), (11, 18), (11, 19), (11, 20), (11, 21), (11, 22), (11, 23), (11, 24), (11, 25), (11, 26), (11, 27), (11, 28), (11, 29), (11, 31), (12, 13), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (12, 19), (12, 20), (12, 21), (12, 22), (12, 23), (12, 24), (12, 25), (12, 26), (12, 27), (12, 28), (12, 29), (12, 30), (12, 31), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (13, 23), (13, 24), (13, 25), (13, 27), (13, 28), (13, 30), (14, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (15, 16), (15, 17), (15, 18), (15, 19), (15, 20), (15, 21), (15, 22), (15, 23), (15, 24), (15, 25), (15, 26), (15, 27), (15, 28), (16, 17), (16, 18), (16, 19), (16, 20), (16, 21), (16, 22), (16, 23), (16, 24), (16, 25), (16, 26), (16, 27), (16, 28), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23), (17, 24), (17, 25), (17, 26), (17, 27), (17, 28), (17, 29), (18, 19), (18, 20), (18, 21), (18, 22), (18, 23), (18, 24), (18, 25), (18, 26), (18, 27), (18, 29), (19, 20), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (19, 26), (19, 27), (19, 28), (19, 29), (20, 21), (20, 22), (20, 23), (20, 24), (20, 25), (20, 26), (20, 27), (20, 28), (20, 29), (21, 22), (21, 23), (21, 24), (21, 25), (21, 26), (21, 27), (21, 28), (21, 29), (22, 23), (22, 24), (22, 25), (22, 26), (22, 27), (22, 28), (22, 29), (22, 30), (23, 24), (23, 25), (23, 26), (23, 27), (23, 28), (23, 30), (24, 25), (24, 26), (24, 27), (24, 28), (24, 29), (25, 26), (25, 27), (25, 28), (25, 29), (25, 30), (25, 31), (26, 27), (26, 28), (26, 29), (27, 28), (27, 29), (28, 29)"
graph_14,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 21), (1, 3), (1, 5), (1, 10), (1, 11), (1, 15), (1, 19), (1, 21), (1, 23), (1, 24), (1, 26), (1, 27), (2, 5), (2, 7), (2, 9), (2, 16), (2, 22), (2, 28), (2, 30), (2, 31), (2, 32), (2, 33), (3, 5), (3, 7), (3, 10), (3, 11), (3, 27), (3, 32), (3, 34), (3, 35), (3, 38), (3, 40), (4, 8), (4, 9), (4, 15), (4, 20), (4, 25), (4, 28), (4, 30), (4, 32), (4, 35), (4, 36), (4, 37), (4, 41), (5, 7), (5, 18), (5, 22), (5, 29), (5, 32), (5, 33), (5, 34), (5, 35), (5, 36), (5, 39), (5, 40), (5, 45), (6, 8), (6, 12), (6, 18), (6, 22), (6, 27), (6, 32), (6, 40), (6, 43), (6, 44), (6, 48), (7, 10), (7, 14), (7, 16), (7, 20), (7, 23), (7, 25), (7, 26), (7, 29), (7, 41), (7, 42), (7, 43), (8, 16), (8, 23), (8, 24), (8, 30), (8, 41), (8, 42), (8, 46), (9, 11), (9, 13), (9, 22), (9, 25), (9, 26), (9, 31), (9, 33), (9, 38), (9, 39), (9, 40), (9, 43), (9, 45), (10, 13), (10, 14), (10, 18), (10, 19), (10, 24), (10, 25), (10, 26), (10, 36), (10, 37), (11, 13), (11, 15), (11, 20), (11, 21), (11, 24), (11, 27), (11, 32), (11, 35), (11, 36), (11, 44), (11, 46), (12, 13), (12, 28), (12, 30), (12, 31), (12, 32), (12, 36), (12, 46), (13, 23), (13, 27), (13, 28), (13, 32), (13, 33), (13, 39), (14, 17), (14, 18), (14, 26), (14, 28), (14, 30), (14, 41), (14, 42), (15, 20), (15, 25), (15, 29), (15, 33), (15, 38), (15, 40), (15, 43), (16, 21), (16, 25), (16, 27), (16, 36), (16, 40), (16, 44), (17, 22), (17, 24), (17, 32), (17, 36), (17, 41), (17, 42), (17, 44), (17, 45), (18, 23), (18, 26), (18, 28), (18, 29), (18, 34), (18, 35), (18, 36), (18, 37), (18, 39), (18, 44), (18, 46), (19, 22), (19, 24), (19, 31), (19, 32), (19, 33), (19, 34), (19, 36), (19, 37), (20, 24), (20, 30), (20, 42), (20, 43), (20, 49), (21, 22), (21, 24), (21, 26), (21, 28), (21, 31), (21, 36), (21, 39), (22, 23), (22, 38), (22, 44), (23, 24), (23, 27), (23, 34), (23, 40), (23, 43), (24, 25), (24, 32), (24, 33), (24, 34), (24, 41), (24, 44), (25, 27), (25, 29), (25, 34), (25, 45), (26, 28), (26, 29), (26, 34), (26, 36), (26, 40), (26, 47), (27, 28), (27, 29), (27, 36), (27, 37), (27, 39), (27, 42), (28, 35), (28, 39), (28, 40), (28, 41), (28, 43), (28, 48), (29, 30), (29, 35), (29, 37), (29, 38), (29, 40), (29, 41), (29, 42), (29, 45), (29, 46), (29, 48), (30, 41), (30, 46), (31, 32), (31, 35), (31, 36), (31, 37), (31, 40), (32, 34), (32, 36), (32, 37), (32, 40), (32, 42), (33, 34), (33, 40), (33, 44), (34, 39), (34, 40), (35, 38), (36, 38), (36, 39), (36, 44), (37, 42), (38, 42), (38, 43), (38, 44), (39, 42), (39, 43), (41, 42), (41, 43), (41, 45), (41, 48), (42, 43), (42, 45)"
graph_15,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 4), (2, 8), (2, 9), (3, 4), (3, 5), (3, 6), (3, 7), (4, 8), (5, 6), (5, 7), (5, 8), (6, 8), (6, 9), (6, 10), (7, 8), (7, 9)"
graph_16,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 13), (1, 14), (1, 15), (1, 16), (1, 17), (1, 18), (1, 19), (1, 21), (2, 4), (2, 6), (2, 9), (2, 10), (2, 15), (2, 16), (2, 20), (2, 21), (3, 11), (3, 19), (3, 20), (3, 24), (4, 5), (4, 6), (4, 17), (4, 20), (4, 25), (4, 26), (4, 31), (5, 7), (5, 30), (6, 17), (6, 18), (6, 21), (6, 22), (6, 27), (7, 10), (7, 17), (7, 19), (7, 25), (7, 26), (7, 30), (7, 34), (7, 36), (7, 37), (8, 10), (8, 13), (8, 24), (8, 25), (8, 28), (9, 14), (9, 26), (9, 27), (9, 29), (10, 12), (10, 16), (10, 17), (10, 26), (10, 28), (10, 29), (10, 34), (11, 24), (11, 25), (11, 32), (12, 15), (12, 16), (12, 20), (13, 14), (13, 16), (13, 19), (13, 34), (14, 17), (14, 21), (14, 29), (14, 34), (15, 18), (15, 26), (15, 29), (15, 32), (15, 37), (16, 24), (16, 33), (17, 22), (17, 30), (17, 31), (17, 33), (18, 19), (18, 25), (18, 29), (18, 31), (19, 24), (19, 28), (20, 25), (20, 31), (21, 31), (21, 34), (22, 24), (22, 25), (23, 34), (25, 31), (25, 32), (25, 34), (26, 27), (26, 33), (27, 31), (27, 34), (31, 32), (34, 36)"
graph_17,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (1, 13), (1, 16), (2, 16), (2, 17), (3, 13), (3, 15), (3, 16), (3, 17), (4, 16), (4, 17), (5, 13), (5, 15), (5, 16), (5, 17), (6, 14), (6, 15), (6, 17), (7, 14), (8, 15), (8, 16), (8, 17), (9, 15), (9, 16), (10, 14), (10, 16), (11, 15), (11, 16), (11, 17), (12, 13), (12, 15), (12, 16), (12, 17), (13, 15), (13, 16), (13, 17), (14, 15), (14, 16), (16, 17), (16, 18), (17, 18)"
graph_18,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 12), (6, 13), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (8, 14), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14), (10, 11), (10, 12), (10, 13), (11, 12), (11, 13), (12, 13), (13, 14)"
graph_19,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31), (0, 32), (0, 33), (0, 34), (0, 35), (0, 36), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15), (1, 16), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (1, 22), (1, 23), (1, 24), (1, 25), (1, 26), (1, 27), (1, 28), (1, 29), (1, 30), (1, 31), (1, 32), (1, 33), (1, 34), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (2, 22), (2, 23), (2, 24), (2, 25), (2, 26), (2, 27), (2, 28), (2, 29), (2, 30), (2, 31), (2, 32), (2, 33), (2, 34), (2, 35), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15), (3, 16), (3, 17), (3, 18), (3, 19), (3, 20), (3, 21), (3, 22), (3, 23), (3, 24), (3, 25), (3, 26), (3, 27), (3, 28), (3, 29), (3, 30), (3, 31), (3, 32), (3, 33), (3, 34), (3, 35), (3, 36), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21), (4, 22), (4, 23), (4, 24), (4, 25), (4, 26), (4, 27), (4, 28), (4, 29), (4, 30), (4, 31), (4, 32), (4, 33), (4, 34), (4, 35), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 22), (5, 23), (5, 24), (5, 25), (5, 26), (5, 27), (5, 28), (5, 29), (5, 30), (5, 31), (5, 32), (5, 33), (5, 34), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15), (6, 16), (6, 17), (6, 18), (6, 19), (6, 20), (6, 21), (6, 22), (6, 23), (6, 24), (6, 25), (6, 26), (6, 27), (6, 28), (6, 29), (6, 30), (6, 31), (6, 32), (6, 33), (6, 35), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (7, 22), (7, 23), (7, 24), (7, 25), (7, 26), (7, 27), (7, 28), (7, 29), (7, 30), (7, 31), (7, 32), (7, 33), (7, 34), (7, 35), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 16), (8, 17), (8, 18), (8, 19), (8, 20), (8, 21), (8, 22), (8, 23), (8, 24), (8, 25), (8, 26), (8, 27), (8, 28), (8, 29), (8, 30), (8, 31), (8, 32), (8, 33), (8, 34), (8, 35), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14), (9, 15), (9, 16), (9, 17), (9, 18), (9, 19), (9, 20), (9, 21), (9, 22), (9, 23), (9, 24), (9, 25), (9, 26), (9, 27), (9, 28), (9, 29), (9, 30), (9, 31), (9, 32), (9, 33), (9, 34), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (10, 20), (10, 21), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (10, 27), (10, 28), (10, 29), (10, 30), (10, 31), (10, 32), (10, 33), (10, 34), (10, 35), (11, 12), (11, 13), (11, 14), (11, 15), (11, 16), (11, 17), (11, 18), (11, 19), (11, 20), (11, 21), (11, 22), (11, 23), (11, 24), (11, 25), (11, 26), (11, 27), (11, 28), (11, 29), (11, 30), (11, 31), (11, 32), (11, 33), (11, 34), (11, 35), (12, 13), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (12, 19), (12, 20), (12, 21), (12, 22), (12, 23), (12, 24), (12, 25), (12, 26), (12, 27), (12, 28), (12, 29), (12, 30), (12, 31), (12, 32), (12, 34), (12, 35), (12, 36), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (13, 23), (13, 24), (13, 25), (13, 26), (13, 27), (13, 28), (13, 29), (13, 30), (13, 31), (13, 32), (13, 33), (14, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 22), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (14, 29), (14, 30), (14, 31), (14, 32), (14, 33), (14, 34), (14, 35), (15, 16), (15, 17), (15, 18), (15, 19), (15, 20), (15, 21), (15, 22), (15, 23), (15, 24), (15, 25), (15, 26), (15, 27), (15, 28), (15, 29), (15, 30), (15, 31), (15, 32), (15, 33), (15, 34), (15, 35), (16, 17), (16, 18), (16, 19), (16, 20), (16, 21), (16, 22), (16, 23), (16, 24), (16, 25), (16, 26), (16, 27), (16, 28), (16, 29), (16, 30), (16, 31), (16, 32), (16, 33), (16, 34), (16, 35), (16, 36), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23), (17, 24), (17, 25), (17, 26), (17, 27), (17, 28), (17, 29), (17, 30), (17, 31), (17, 32), (17, 33), (17, 35), (18, 19), (18, 20), (18, 21), (18, 22), (18, 23), (18, 24), (18, 25), (18, 26), (18, 27), (18, 28), (18, 29), (18, 30), (18, 31), (18, 32), (18, 33), (18, 34), (18, 35), (19, 20), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (19, 26), (19, 27), (19, 28), (19, 29), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (19, 35), (20, 21), (20, 22), (20, 23), (20, 24), (20, 25), (20, 26), (20, 27), (20, 28), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (20, 35), (20, 36), (21, 22), (21, 23), (21, 24), (21, 25), (21, 26), (21, 27), (21, 28), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34), (21, 35), (22, 23), (22, 24), (22, 25), (22, 26), (22, 27), (22, 28), (22, 29), (22, 30), (22, 31), (22, 32), (22, 33), (22, 34), (22, 35), (23, 24), (23, 25), (23, 26), (23, 27), (23, 28), (23, 29), (23, 30), (23, 31), (23, 32), (23, 33), (23, 34), (23, 35), (24, 25), (24, 26), (24, 27), (24, 28), (24, 29), (24, 30), (24, 31), (24, 32), (24, 33), (24, 34), (25, 26), (25, 27), (25, 28), (25, 29), (25, 30), (25, 31), (25, 32), (25, 33), (25, 34), (26, 27), (26, 28), (26, 29), (26, 30), (26, 31), (26, 32), (26, 33), (26, 34), (26, 36), (27, 28), (27, 29), (27, 30), (27, 31), (27, 32), (27, 33), (27, 34), (27, 35), (28, 29), (28, 30), (28, 31), (28, 32), (28, 33), (28, 34), (28, 35), (29, 30), (29, 31), (29, 32), (29, 33), (29, 34), (29, 35), (30, 31), (30, 32), (30, 33), (30, 34), (30, 36), (31, 32), (31, 33), (32, 33), (32, 34), (32, 35), (33, 34), (34, 35), (35, 36), (36, 37), (37, 38), (38, 39), (39, 40), (40, 41), (41, 42), (42, 43), (43, 44), (44, 45)"
